fixture_id,width,height,phase,operation,recipe_index,measured_count,min_ms,p50_ms,p95_ms,p99_ms,max_ms,p95_target_ms,p95_target_met
private-Canon-EOS-6D-PSD,2682,3353,warm_service,combined,0,100,187.68216700000002,192.25229099999999,204.618583,210.580666,338.180958,250,True
private-Canon-EOS-6D-PSD,2682,3353,full,combined,0,20,260.903459,263.686166,267.72087500000004,289.328167,289.328167,5000,True
private-Canon-EOS-6D-TIFF,5364,3067,kernel,neutral,0,100,1.9689999999999999,2.030875,2.123542,2.1909159999999996,2.222,100,True
private-Canon-EOS-6D-TIFF,5364,3067,kernel,crop,0,100,2.302792,2.38975,2.452625,2.471,2.475334,100,True
private-Canon-EOS-6D-TIFF,5364,3067,warm_service,crop,0,100,106.23766599999999,110.260542,113.792125,119.340583,120.56691699999999,250,True
private-Canon-EOS-6D-TIFF,5364,3067,kernel,straighten,0,100,8.748000000000001,8.951625,9.116875,9.17225,9.476459,100,True
private-Canon-EOS-6D-TIFF,5364,3067,warm_service,straighten,0,100,119.699417,124.05975,130.820833,136.466916,302.179084,250,True
private-Canon-EOS-6D-TIFF,5364,3067,kernel,exposure,0,100,6.9239999999999995,7.092875,7.221709,7.30075,7.331917000000001,100,True
private-Canon-EOS-6D-TIFF,5364,3067,warm_service,exposure,0,100,117.726833,121.46612499999999,125.316708,130.34,133.01258299999998,250,True
private-Canon-EOS-6D-TIFF,5364,3067,kernel,white_balance,0,100,1.944291,2.0395,2.105959,2.131333,2.2222079999999997,100,True
private-Canon-EOS-6D-TIFF,5364,3067,warm_service,white_balance,0,100,112.21012499999999,116.25883300000001,123.004083,129.582125,291.44816699999996,250,True
private-Canon-EOS-6D-TIFF,5364,3067,kernel,contrast,0,100,9.42225,9.632167,9.746333,9.846084,9.849167000000001,100,True
private-Canon-EOS-6D-TIFF,5364,3067,warm_service,contrast,0,100,118.808667,123.069,126.001834,130.032,134.615208,250,True
private-Canon-EOS-6D-TIFF,5364,3067,kernel,highlights,0,100,7.027125000000001,7.13125,7.248,7.351833,7.484541,100,True
private-Canon-EOS-6D-TIFF,5364,3067,warm_service,highlights,0,100,115.824416,120.300083,125.11366600000001,137.99775,277.768666,250,True
private-Canon-EOS-6D-TIFF,5364,3067,kernel,shadows,0,100,6.992458,7.134042,7.245167,7.3095,7.404958,100,True
private-Canon-EOS-6D-TIFF,5364,3067,warm_service,shadows,0,100,116.520583,121.160375,124.343334,131.836042,132.96775,250,True
private-Canon-EOS-6D-TIFF,5364,3067,kernel,saturation,0,100,6.902125,7.068625,7.183,7.265292,7.341208,100,True
private-Canon-EOS-6D-TIFF,5364,3067,warm_service,saturation,0,100,115.840291,121.35625,126.396958,128.704125,128.913625,250,True
private-Canon-EOS-6D-TIFF,5364,3067,kernel,vibrance,0,100,6.963292,7.110375,7.227375,7.275,7.278,100,True
private-Canon-EOS-6D-TIFF,5364,3067,warm_service,vibrance,0,100,116.805959,121.31875000000001,125.36012499999998,131.187167,333.48304099999996,250,True
private-Canon-EOS-6D-TIFF,5364,3067,kernel,sharpening,0,100,14.662666,14.930666,15.120333,15.211125000000001,15.243708999999999,100,True
private-Canon-EOS-6D-TIFF,5364,3067,warm_service,sharpening,0,100,127.685583,131.567208,134.72704099999999,143.629333,147.394916,250,True
private-Canon-EOS-6D-TIFF,5364,3067,kernel,luminance_noise,0,100,17.737667,17.965625,18.256709,18.444459,18.565042000000002,100,True
private-Canon-EOS-6D-TIFF,5364,3067,warm_service,luminance_noise,0,100,128.06799999999998,131.123334,139.02920799999998,182.82145799999998,262.711916,250,True
private-Canon-EOS-6D-TIFF,5364,3067,kernel,chroma_noise,0,100,17.550625,17.920416000000003,18.215208999999998,18.321541,18.3345,100,True
private-Canon-EOS-6D-TIFF,5364,3067,warm_service,chroma_noise,0,100,128.883083,131.881,136.854208,141.167417,143.897667,250,True
private-Canon-EOS-6D-TIFF,5364,3067,kernel,combined,0,100,47.689750000000004,48.340333,48.825208,52.065292,62.829625,100,True
private-Canon-EOS-6D-TIFF,5364,3067,warm_service,combined,0,100,157.807959,161.959083,169.69941599999999,176.16520899999998,354.36479199999997,250,True
private-Canon-EOS-6D-TIFF,5364,3067,full,combined,0,20,475.154833,481.280583,484.48524999999995,486.282667,486.282667,5000,True
private-Canon-PowerShot-G15-JPG,4000,3000,kernel,neutral,0,100,2.579292,2.6600420000000002,2.715208,2.7265829999999998,2.735625,100,True
private-Canon-PowerShot-G15-JPG,4000,3000,kernel,crop,0,100,3.0582920000000002,3.149625,3.3911670000000003,3.798584,3.8804999999999996,100,True
private-Canon-PowerShot-G15-JPG,4000,3000,warm_service,crop,0,100,122.451083,126.52804200000001,129.68025,136.350542,136.910125,250,True
private-Canon-PowerShot-G15-JPG,4000,3000,kernel,straighten,0,100,11.576125,11.845457999999999,12.106375000000002,13.164334,16.410666,100,True
private-Canon-PowerShot-G15-JPG,4000,3000,warm_service,straighten,0,100,140.354417,146.3325,150.284708,154.503333,290.016542,250,True
